# requirement_level_code	M	M	M	R	O	O	R	O	M	M	O	O	O	O	R	O	O	O	O	O	O	O	O	O	M	M	O	O	O	M	M	M	R	R	R	HR	HR	HR	HR	HR	O	O	O	R	R	R	O	O	O	HR	HR	R	R	HR	R	HR	HR	HR	HR	R	R	R	O	O	HR	HR	R	R	HR	HR	R	R	R	R	R	O	O	R	O	O	R	R	R	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	R	R	R	R	R	O	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
# section	Sample information	Sample information	Sample information	Sample relations	Sample relations	Sample relations	Sample relations	Sample relations	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Project	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	User defined	User defined	Environment	Environment	Environment	Environment	Environment	User defined	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Data management	Data management	Sample collection	Nucleic acid extraction	Nucleic acid extraction
samp_name	samp_category	neg_cont_type	pos_cont_type	materialSampleID	sample_derived_from	sample_composed_of	rel_cont_id	biological_rep_relation	decimalLongitude	decimalLatitude	verbatimLongitude	verbatimLatitude	verbatimCoordinateSystem	verbatimSRS	expedition_id	cruiseName	cruiseURL	cruiseStartDate	cruiseEndDate	cruiseLocation	geomeName	geomeURL	expeditionReportName	expeditionReportURL	geo_loc_name	eventDate	eventDurationValue	verbatimEventDate	verbatimEventTime	env_broad_scale	env_local_scale	env_medium	habitat_natural_artificial_0_1	samp_collect_method	samp_collect_device	samp_size	samp_size_unit	samp_store_temp	samp_store_sol	samp_store_dur	samp_store_loc	dna_store_loc	samp_store_method_additional	samp_mat_process	filter_passive_active_0_1	stationed_sample_dur	pump_flow_rate	pump_flow_rate_unit	prefilter_material	size_frac_low	size_frac	filter_diameter	filter_surface_area	filter_material	filter_name	precip_chem_prep	precip_force_prep	precip_time_prep	precip_temp_prep	prepped_samp_store_temp	prepped_samp_store_sol	prepped_samp_store_dur	prep_method_additional	date_ext	samp_vol_we_dna_ext	samp_vol_we_dna_ext_unit	nucl_acid_ext_lysis	nucl_acid_ext_sep	nucl_acid_ext	nucl_acid_ext_kit	nucl_acid_ext_modify	dna_cleanup_0_1	dna_cleanup_method	concentration	concentration_unit	concentration_method	ratioOfAbsorbance260_280	pool_dna_num	nucl_acid_ext_method_additional	samp_weather	minimumDepthInMeters	maximumDepthInMeters	tot_depth_water_col	elev	temp	chlorophyll	light_intensity	ph	ph_meth	salinity	suspend_part_matter	tidal_stage	turbidity	water_current	solar_irradiance	wind_direction	wind_speed	diss_inorg_carb	diss_inorg_carb_unit	diss_inorg_nitro	diss_inorg_nitro_unit	diss_org_carb	diss_org_carb_unit	diss_org_nitro	diss_org_nitro_unit	diss_oxygen	diss_oxygen_unit	tot_diss_nitro	tot_diss_nitro_unit	tot_inorg_nitro	tot_inorg_nitro_unit	tot_nitro	tot_nitro_unit	tot_part_carb	tot_part_carb_unit	tot_org_carb	tot_org_carb_unit	tot_org_c_meth	tot_nitro_content	tot_nitro_content_unit	tot_nitro_cont_meth	tot_carb	tot_carb_unit	part_org_carb	part_org_carb_unit	part_org_nitro	part_org_nitro_unit	nitrate	nitrate_unit	nitrite	nitrite_unit	nitro	nitro_unit	org_carb	org_carb_unit	org_matter	org_matter_unit	org_nitro	org_nitro_unit	dna_conc	dna_conc_unit	ammonium	ammonium_unit	carbonate	carbonate_unit	hydrogen_ion	hydrogen_ion_unit	nitrate_plus_nitrite	nitrate_plus_nitrite_unit	omega_arag	pco2	pco2_unit	phosphate	phosphate_unit	pressure	pressure_unit	silicate	silicate_unit	tot_alkalinity	tot_alkalinity_unit	transmittance	transmittance_unit	serial_number	line_id	station_id	ctd_cast_number	ctd_bottle_number	replicate_number	extract_id	extract_plate	extract_well_number	extract_well_position	biosample_accession	organism	samp_collect_notes	dna_yield	dna_yield_unit
EX2301_CTD001_B05_c	sample			EX2301_CTD001_B05_c					-124.9284313	45.6254813					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast	4/15/23 2:21				missing: not provided	missing: not provided	missing: not provided			CTD			-20	Frozen												0.45														0.6	L															303	303			missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																											CTD1									in DSL (DSL = 1 - 35 m)		
EX2301_CTD001_B05_b	sample			EX2301_CTD001_B05_b					-124.9284313	45.6254813					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast	4/15/23 2:21				missing: not provided	missing: not provided	missing: not provided			CTD			25	DNA/RNA Shield												0.45														1	L															303	303			missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																											CTD1									in DSL (DSL = 1 - 35 m)		
EX2301_CTD001_B05	sample			EX2301_CTD001_B05					-124.9284313	45.6254813					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast	4/15/23 2:21				missing: not provided	missing: not provided	missing: not provided			CTD			-20	Frozen												0.22														2	L															303	303			missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																											CTD1									in DSL (DSL = 1 - 35 m)		
EX2301_CTD001_B04_c	sample			EX2301_CTD001_B04_c					-124.9284313	45.6254813					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast	4/15/23 2:08				missing: not provided	missing: not provided	missing: not provided			CTD			-20	Frozen												0.45														1	L															801	801			missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																											CTD1											
EX2301_CTD001_B04_b	sample			EX2301_CTD001_B04_b					-124.9284313	45.6254813					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast	4/15/23 2:08				missing: not provided	missing: not provided	missing: not provided			CTD			25	DNA/RNA Shield												0.45														1	L															801	801			missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																											CTD1											
EX2301_CTD001_B04	sample			EX2301_CTD001_B04					-124.9284313	45.6254813					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast	4/15/23 2:08				missing: not provided	missing: not provided	missing: not provided			CTD			-20	Frozen												0.22														2	L															801	801			missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																											CTD1											
EX2301_CTD001_B03_c	sample			EX2301_CTD001_B03_c					-124.9284313	45.6254813					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast	4/15/23 2:08				missing: not provided	missing: not provided	missing: not provided			CTD			-20	Frozen												0.45														1	L															801	801			missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																											CTD1											
EX2301_CTD001_B03_b	sample			EX2301_CTD001_B03_b					-124.9284313	45.6254813					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast	4/15/23 2:08				missing: not provided	missing: not provided	missing: not provided			CTD			25	DNA/RNA Shield												0.45														1	L															801	801			missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																											CTD1											
EX2301_CTD001_B03	sample			EX2301_CTD001_B03					-124.9284313	45.6254813					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast	4/15/23 2:08				missing: not provided	missing: not provided	missing: not provided			CTD			-20	Frozen												0.22														2	L															801	801			missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																											CTD1											
EX2301_CTD001_B02_c	sample			EX2301_CTD001_B02_c					-124.9284313	45.6254813					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast	4/15/23 2:01				missing: not provided	missing: not provided	missing: not provided			CTD			-20	Frozen												0.45														1	L															1000	1000			missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																											CTD1									Max depth of cast		
EX2301_CTD001_B02_b	sample			EX2301_CTD001_B02_b					-124.9284313	45.6254813					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast	4/15/23 2:01				missing: not provided	missing: not provided	missing: not provided			CTD			25	DNA/RNA Shield												0.45														1	L															1000	1000			missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																											CTD1									Max depth of cast		
EX2301_CTD001_B02	sample			EX2301_CTD001_B02					-124.9284313	45.6254813					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast	4/15/23 2:01				missing: not provided	missing: not provided	missing: not provided			CTD			-20	Frozen												0.22														2	L															1000	1000			missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																											CTD1									Max depth of cast		
EX2301_CTD001_B01_c	sample			EX2301_CTD001_B01_c					-124.9284313	45.6254813					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast	4/15/23 2:01				missing: not provided	missing: not provided	missing: not provided			CTD			-20	Frozen												0.45														1	L															1000	1000			missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																											CTD1									Max depth of cast		
EX2301_CTD001_B01_b	sample			EX2301_CTD001_B01_b					-124.9284313	45.6254813					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast	4/15/23 2:01				missing: not provided	missing: not provided	missing: not provided			CTD			25	DNA/RNA Shield												0.45														1	L															1000	1000			missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																											CTD1									Max depth of cast		
EX2301_CTD001_B01	sample			EX2301_CTD001_B01					-124.9284313	45.6254813					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast	4/15/23 2:01				missing: not provided	missing: not provided	missing: not provided			CTD			-20	Frozen												0.22														2	L															1000	1000			missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																											CTD1									Max depth of cast		
EX2301_BLK_1_6_12S_S58_L001	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2301_BLK_1_5_12S_S57_L001	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2301_BLK_1_4_12S_S56_L001	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2301_BLK_1_3_12S_S55_L001	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2301_BLK_1_2_12S_S54_L001	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2301_BLK_1_1_12S_S53_L001	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2301_BLK_04_S52_L001	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2301_BLK_04_12S_S52_L001	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2301_BLK_03_S51_L001	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2301_BLK_03_12S_S51_L001	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2301_BLK_02_S26_L001	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2301_BLK_02_12S_S26_L001	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2301_BLK_01_S25_L001	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2301_BLK_01_12S_S25_L001	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	4/13/23	4/27/23	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2206_Pl2_PCR_BLK_COI_S85	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	8/6/22	9/2/22	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2206_Pl2_PCR_BLK_18S_S173	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	8/6/22	9/2/22	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2206_Pl1_PCR_BLK_COI_S84	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	8/6/22	9/2/22	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2206_Pl1_PCR_BLK_18S_S172	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	8/6/22	9/2/22	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2206_Extraction_BLK_COI_S34	negative control	extraction negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	8/6/22	9/2/22	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2206_Extraction_BLK_18S_S122	negative control	extraction negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	8/6/22	9/2/22	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2206_D09_BLW	negative control	field negative		EX2206_D09_BLW					not applicable: control sample	not applicable: control sample					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	8/6/22	9/2/22	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	Central North Atlantic: Main Ridge - Puerto Rico Trench	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												missing: not provided														0	L															not applicable: control sample	not applicable: control sample			not applicable: control sample					not applicable: control sample																not applicable: control sample	not applicable: control sample																																																											DIVE9									Blank Water Specimen		
EX2206_D09_05W	sample			EX2206_D09_05W					-65.32741547	19.35871696					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	8/6/22	9/2/22	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	Central North Atlantic: Main Ridge - Puerto Rico Trench	2022-08-31T18:23:51Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														0	L															3526.794922	3526.794922			2.398999929					34.69400024																7.842999935	mg/L																																																											DIVE9	Bottle 3								bottle 3 at 3538 m depth		
