# requirement_level_code	M	M	M	R	O	O	R	O	M	M	O	O	O	O	R	O	O	O	O	O	O	O	O	O	M	M	O	O	O	M	M	M	R	R	R	HR	HR	HR	HR	HR	O	O	O	R	R	R	O	O	O	HR	HR	R	R	HR	R	HR	HR	HR	HR	R	R	R	O	O	HR	HR	R	R	HR	HR	R	R	R	R	R	O	O	R	O	O	R	R	R	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	R	R	R	R	R	O	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
# section	Sample information	Sample information	Sample information	Sample relations	Sample relations	Sample relations	Sample relations	Sample relations	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Project	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	User defined	User defined	Environment	Environment	Environment	Environment	Environment	User defined	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Data management	Data management	Sample collection	Nucleic acid extraction	Nucleic acid extraction
samp_name	samp_category	neg_cont_type	pos_cont_type	materialSampleID	sample_derived_from	sample_composed_of	rel_cont_id	biological_rep_relation	decimalLongitude	decimalLatitude	verbatimLongitude	verbatimLatitude	verbatimCoordinateSystem	verbatimSRS	expedition_id	cruiseName	cruiseURL	cruiseStartDate	cruiseEndDate	cruiseLocation	geomeName	geomeURL	expeditionReportName	expeditionReportURL	geo_loc_name	eventDate	eventDurationValue	verbatimEventDate	verbatimEventTime	env_broad_scale	env_local_scale	env_medium	habitat_natural_artificial_0_1	samp_collect_method	samp_collect_device	samp_size	samp_size_unit	samp_store_temp	samp_store_sol	samp_store_dur	samp_store_loc	dna_store_loc	samp_store_method_additional	samp_mat_process	filter_passive_active_0_1	stationed_sample_dur	pump_flow_rate	pump_flow_rate_unit	prefilter_material	size_frac_low	size_frac	filter_diameter	filter_surface_area	filter_material	filter_name	precip_chem_prep	precip_force_prep	precip_time_prep	precip_temp_prep	prepped_samp_store_temp	prepped_samp_store_sol	prepped_samp_store_dur	prep_method_additional	date_ext	samp_vol_we_dna_ext	samp_vol_we_dna_ext_unit	nucl_acid_ext_lysis	nucl_acid_ext_sep	nucl_acid_ext	nucl_acid_ext_kit	nucl_acid_ext_modify	dna_cleanup_0_1	dna_cleanup_method	concentration	concentration_unit	concentration_method	ratioOfAbsorbance260_280	pool_dna_num	nucl_acid_ext_method_additional	samp_weather	minimumDepthInMeters	maximumDepthInMeters	tot_depth_water_col	elev	temp	chlorophyll	light_intensity	ph	ph_meth	salinity	suspend_part_matter	tidal_stage	turbidity	water_current	solar_irradiance	wind_direction	wind_speed	diss_inorg_carb	diss_inorg_carb_unit	diss_inorg_nitro	diss_inorg_nitro_unit	diss_org_carb	diss_org_carb_unit	diss_org_nitro	diss_org_nitro_unit	diss_oxygen	diss_oxygen_unit	tot_diss_nitro	tot_diss_nitro_unit	tot_inorg_nitro	tot_inorg_nitro_unit	tot_nitro	tot_nitro_unit	tot_part_carb	tot_part_carb_unit	tot_org_carb	tot_org_carb_unit	tot_org_c_meth	tot_nitro_content	tot_nitro_content_unit	tot_nitro_cont_meth	tot_carb	tot_carb_unit	part_org_carb	part_org_carb_unit	part_org_nitro	part_org_nitro_unit	nitrate	nitrate_unit	nitrite	nitrite_unit	nitro	nitro_unit	org_carb	org_carb_unit	org_matter	org_matter_unit	org_nitro	org_nitro_unit	dna_conc	dna_conc_unit	ammonium	ammonium_unit	carbonate	carbonate_unit	hydrogen_ion	hydrogen_ion_unit	nitrate_plus_nitrite	nitrate_plus_nitrite_unit	omega_arag	pco2	pco2_unit	phosphate	phosphate_unit	pressure	pressure_unit	silicate	silicate_unit	tot_alkalinity	tot_alkalinity_unit	transmittance	transmittance_unit	serial_number	line_id	station_id	ctd_cast_number	ctd_bottle_number	replicate_number	extract_id	extract_plate	extract_well_number	extract_well_position	biosample_accession	organism	samp_collect_notes	dna_yield	dna_yield_unit
EX2205_D06_02W	sample			EX2205_D06_02W					-29.38456154	40.66246414					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Kurchatov Ridge	2022-07-25T11:46:57Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														0	L															1760.810059	1760.810059			4.112999916					34.9679985																8.126999855	mg/L																																																											DIVE6									Water sample for eDNA - on bottom		
EX2205_D06_01W	sample			EX2205_D06_01W					-29.38122177	40.66262817					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Kurchatov Ridge	2022-07-25T10:58:49Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														0	L															580.4180298	580.4180298			11.77200031					35.54499817																5.81799984	mg/L																																																											DIVE6									Water sample for eDNA - DSL		
EX2205_D05_BLW	negative control	field negative		EX2205_D05_BLW					not applicable: control sample	not applicable: control sample					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2205_D05_12W	sample			EX2205_D05_12W					-29.14838409	42.34102631					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Zenith	2022-07-24T18:08:24Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															551.7700195	551.7700195			10.99400043					35.4070015																5.495999813	mg/L																																																											DIVE5									Water sample for eDNA - DSL		
EX2205_D05_11W	sample			EX2205_D05_11W					-29.14759064	42.34104538					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Zenith	2022-07-24T17:49:31Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															1000.107971	1000.107971			6.756000042					35.22499847																6.505000114	mg/L																																																											DIVE5									Water sample for eDNA - on bottom		
EX2205_D05_08W	sample			EX2205_D05_08W					-29.14839935	42.340065					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Zenith	2022-07-24T15:47:49Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														0.699999988	L															990.4349976	990.4349976			6.964000225					35.2519989																6.602000237	mg/L																																																											DIVE5									Water sample for eDNA		
EX2205_D05_02W	sample			EX2205_D05_02W					-29.15019226	42.33954239					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Zenith	2022-07-24T11:46:34Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															1074.448975	1074.448975			6.237999916					35.19599915																7.074999809	mg/L																																																											DIVE5									Water sample for eDNA - on bottom		
EX2205_D05_01W	sample			EX2205_D05_01W					-29.14891624	42.33797836					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Zenith	2022-07-24T10:56:22Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															569.7789917	569.7789917			10.86800003					35.40599823																5.789999962	mg/L																																																											DIVE5									Water sample for eDNA - DSL		
EX2205_D04_BLW	negative control	field negative		EX2205_D04_BLW					not applicable: control sample	not applicable: control sample					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2205_D04_07W	sample			EX2205_D04_07W					-29.030056	43.15496063					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: AVR1	2022-07-23T18:14:33Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														0.699999988	L															525.4569702	525.4569702			10.9659996					35.43399811																6.224999905	mg/L																																																											DIVE4									Water sample for eDNA - DSL		
EX2205_D04_06W	sample			EX2205_D04_06W					-29.02528191	43.15548706					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: AVR1	2022-07-23T17:03:21Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															2527.602051	2527.602051			3.559000015					34.93199921																8.102999687	mg/L																																																											DIVE4									Water sample for eDNA		
EX2205_D04_04W	sample			EX2205_D04_04W					-29.02381706	43.15537643					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: AVR1	2022-07-23T15:41:34Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															2574.625	2574.625			3.575000048					34.92900085																8.098999977	mg/L																																																											DIVE4									Water sample for eDNA		
EX2205_D04_02W	sample			EX2205_D04_02W					-29.02086258	43.15445328					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: AVR1	2022-07-23T12:37:51Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															2710.964111	2710.964111			3.624000072					34.9090004																8.170000076	mg/L																																																											DIVE4									Water sample for eDNA - on bottom		
EX2205_D04_01W	sample			EX2205_D04_01W					-29.01980591	43.15354919					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: AVR1	2022-07-23T11:02:37Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															573.4790039	573.4790039			10.59700012					35.40200043																6.214000225	mg/L																																																											DIVE4									Water sample for eDNA - DSL		
EX2205_D03_BLW	negative control	field negative		EX2205_D03_BLW					not applicable: control sample	not applicable: control sample					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2205_D03_09W	sample			EX2205_D03_09W					-27.38876343	44.09894943					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: MARNA Midwater	2022-07-22T17:19:05Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															496.3479919	496.3479919			11.94400024					35.5340004																6.997000217	mg/L																																																											DIVE3									Water sample for eDNA - DSL		
EX2205_D03_08W	sample			EX2205_D03_08W					-27.38894081	44.09895325					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: MARNA Midwater	2022-07-22T16:23:12Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															699.3800049	699.3800049			10.00300026					35.33800125																5.914000034	mg/L																																																											DIVE3									Water sample for eDNA - 7 M		
EX2205_D03_04W	sample			EX2205_D03_04W					-27.38878441	44.09923172					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: MARNA Midwater	2022-07-22T13:39:17Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															1199.98999	1199.98999			5.243999958					35.04700089																7.581999779	mg/L																																																											DIVE3									Water sample for eDNA -12 m		
EX2205_D03_02W	sample			EX2205_D03_02W					-27.3890686	44.09869003					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: MARNA Midwater	2022-07-22T12:02:05Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															1828.192871	1828.192871			3.683599949					34.92750168																8.377750397	mg/L																																																											DIVE3									water		
EX2205_D03_01W	sample			EX2205_D03_01W					-27.38574028	44.09685516					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: MARNA Midwater	2022-07-22T10:49:31Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															399.577301	399.577301			12.85894966					35.67567825																7.199669838	mg/L																																																											DIVE3									water		
EX2205_D02_BLW	negative control	field negative		EX2205_D02_BLW					not applicable: control sample	not applicable: control sample					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2205_D02_12W	sample			EX2205_D02_12W					-27.84856224	45.47268677					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Moytirra Vent	2022-07-21T18:57:47Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															403.0679932	403.0679932			12.5369997					35.61100006																7.230999947	mg/L																																																											DIVE2									Water sample for eDNA		
EX2205_D02_11W	sample			EX2205_D02_11W					-27.84766579	45.47319031					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Moytirra Vent	2022-07-21T17:28:56Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															2907.288086	2907.288086			3.540999889					34.93199921																25.72200012	mg/L																																																											DIVE2									Water sample for eDNA		
EX2205_D02_09W	sample			EX2205_D02_09W					-27.84804535	45.47336578					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Moytirra Vent	2022-07-21T17:18:57Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															2942.177979	2942.177979			3.480999947					34.93000031																26.16699982	mg/L																																																											DIVE2									Water sample for eDNA		
EX2205_D02_02W	sample			EX2205_D02_02W					-27.84988022	45.47363663					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Moytirra Vent	2022-07-21T12:14:19Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															3038.481445	3038.481445			3.565010071					34.92935944																23.69412994	mg/L																																																											DIVE2									water		
EX2205_D02_01W	sample			EX2205_D02_01W					-27.84946251	45.47423553					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Moytirra Vent	2022-07-21T11:16:01Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															1537.27063	1537.27063			4.324450016					34.97692871																11.56492996	mg/L																																																											DIVE2									water		
EX2205_D01_BLW	negative control	field negative		EX2205_D01_BLW					not applicable: control sample	not applicable: control sample					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2205_D01_11W	sample			EX2205_D01_11W					-28.52977562	43.95431137					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: MARNA Shallow	2022-07-20T18:21:48Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															323.644989	323.644989			13.49699974					35.76800156																5.561999798	mg/L																																																											DIVE1									Water sample for eDNA		
EX2205_D01_10W	sample			EX2205_D01_10W					-28.53008461	43.95399857					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: MARNA Shallow	2022-07-20T18:09:55Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															410.4710083	410.4710083			12.27799988					35.58200073																5.477000237	mg/L																																																											DIVE1									Water sample for eDNA		
EX2205_D01_09W	sample			EX2205_D01_09W					-28.52877235	43.95383072					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: MARNA Shallow	2022-07-20T17:16:56Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															531.4979858	531.4979858			11.46000004					35.48600006																5.471000195	mg/L																																																											DIVE1									Water sample for eDNA		
EX2205_D01_02W	sample			EX2205_D01_02W					-28.52516937	43.95351028					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: MARNA Shallow	2022-07-20T11:50:20Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															830.7150269	830.7150269			8.739999771					35.36100006																5.775000095	mg/L																																																											DIVE1									Water sample for eDNA		
EX2205_D01_01W	sample			EX2205_D01_01W					-28.52656174	43.95344543					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	6/16/22	7/13/22	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: MARNA Shallow	2022-07-20T10:55:50Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.700000048	L															508.6730042	508.6730042			11.43599987					35.48300171																5.494999886	mg/L																																																											DIVE1									Water sample		
EX2203_ROS10_Blank	negative control	field negative		EX2203_ROS10_Blank					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	4/2/22	4/26/22	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	West Atlantic	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided			CTD			25	Longmire's Buffer Solution												0.45														2	L															not applicable: control sample	not applicable: control sample			not applicable: control sample					not applicable: control sample																not applicable: control sample	not applicable: control sample																																																											ROS1									control		
