# requirement_level_code	M	M	M	M	R	R	R	R	O	O	R	R	R	R	R	R	O
# section	PCR	PCR	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Library preparation sequencing	Bioinformatics	User defined
samp_name	assay_name	pcr_plate_id	lib_id	seq_run_id	lib_conc	lib_conc_unit	lib_conc_meth	phix_perc	mid_forward	mid_reverse	filename	filename2	checksum_filename	checksum_filename2	associatedSequences	input_read_count	seq_samp_id
EX2301_D02_04W	Fish-12S-MiFish-Miya		D02-04-12S_S10_L001	OKEX2301_ROV-D2							D02-04-12S_S10_L001_R1_001.fastq.gz	D02-04-12S_S10_L001_R2_001.fastq.gz					
EX2301_D02_04W	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301_D02_04W_18S	OKEX2301_ROV-D2							EX2301_D02_04W_18S_R1.fastq.gz	EX2301_D02_04W_18S_R2.fastq.gz					
EX2301_D02_03W	Metazoa-COI-Leray-Geller		D02-03_S9_L001	OKEX2301_ROV-D2							D02-03_S9_L001_R1_001.fastq.gz	D02-03_S9_L001_R2_001.fastq.gz					
EX2301_D02_03W	Fish-12S-MiFish-Miya		D02-03-12S_S9_L001	OKEX2301_ROV-D2							D02-03-12S_S9_L001_R1_001.fastq.gz	D02-03-12S_S9_L001_R2_001.fastq.gz					
EX2301_D02_03W	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301_D02_03W_18S	OKEX2301_ROV-D2							EX2301_D02_03W_18S_R1.fastq.gz	EX2301_D02_03W_18S_R2.fastq.gz					
EX2301_D02_02W	Metazoa-COI-Leray-Geller		D02-02_S8_L001	OKEX2301_ROV-D2							D02-02_S8_L001_R1_001.fastq.gz	D02-02_S8_L001_R2_001.fastq.gz					
EX2301_D02_02W	Fish-12S-MiFish-Miya		D02-02-12S_S8_L001	OKEX2301_ROV-D2							D02-02-12S_S8_L001_R1_001.fastq.gz	D02-02-12S_S8_L001_R2_001.fastq.gz					
EX2301_D02_02W	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301_D02_02W_18S	OKEX2301_ROV-D2							EX2301_D02_02W_18S_R1.fastq.gz	EX2301_D02_02W_18S_R2.fastq.gz					
EX2301_D02_01W	Metazoa-COI-Leray-Geller		D02-01_S7_L001	OKEX2301_ROV-D2							D02-01_S7_L001_R1_001.fastq.gz	D02-01_S7_L001_R2_001.fastq.gz					
EX2301_D02_01W	Fish-12S-MiFish-Miya		D02-01-12S_S7_L001	OKEX2301_ROV-D2							D02-01-12S_S7_L001_R1_001.fastq.gz	D02-01-12S_S7_L001_R2_001.fastq.gz					
EX2301_D02_01W	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301_D02_01W_18S	OKEX2301_ROV-D2							EX2301_D02_01W_18S_R1.fastq.gz	EX2301_D02_01W_18S_R2.fastq.gz					
EX2301_D01_BLW	Metazoa-COI-Leray-Geller		D01-BLK_S6_L001	OKEX2301_ROV-D2							D01-BLK_S6_L001_R1_001.fastq.gz	D01-BLK_S6_L001_R2_001.fastq.gz					
EX2301_D01_BLW	Fish-12S-MiFish-Miya		D01-BLK-12S_S6_L001	OKEX2301_ROV-D2							D01-BLK-12S_S6_L001_R1_001.fastq.gz	D01-BLK-12S_S6_L001_R2_001.fastq.gz					
EX2301_D01_BLW	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301_D01_BLW_18S	OKEX2301_ROV-D2							EX2301_D01_BLW_18S_R1.fastq.gz	EX2301_D01_BLW_18S_R2.fastq.gz					
EX2301_D01_05W	Metazoa-COI-Leray-Geller		D01-05_S5_L001	OKEX2301_ROV-D2							D01-05_S5_L001_R1_001.fastq.gz	D01-05_S5_L001_R2_001.fastq.gz					
EX2301_D01_05W	Fish-12S-MiFish-Miya		D01-05-12S_S5_L001	OKEX2301_ROV-D2							D01-05-12S_S5_L001_R1_001.fastq.gz	D01-05-12S_S5_L001_R2_001.fastq.gz					
EX2301_D01_05W	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301_D01_05W_18S	OKEX2301_ROV-D2							EX2301_D01_05W_18S_R1.fastq.gz	EX2301_D01_05W_18S_R2.fastq.gz					
EX2301_D01_04W	Metazoa-COI-Leray-Geller		D01-04_S4_L001	OKEX2301_ROV-D2							D01-04_S4_L001_R1_001.fastq.gz	D01-04_S4_L001_R2_001.fastq.gz					
EX2301_D01_04W	Fish-12S-MiFish-Miya		D01-04-12S_S4_L001	OKEX2301_ROV-D2							D01-04-12S_S4_L001_R1_001.fastq.gz	D01-04-12S_S4_L001_R2_001.fastq.gz					
EX2301_D01_04W	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301_D01_04W_18S	OKEX2301_ROV-D2							EX2301_D01_04W_18S_R1.fastq.gz	EX2301_D01_04W_18S_R2.fastq.gz					
EX2301_D01_03W	Metazoa-COI-Leray-Geller		D01-03_S3_L001	OKEX2301_ROV-D2							D01-03_S3_L001_R1_001.fastq.gz	D01-03_S3_L001_R2_001.fastq.gz					
EX2301_D01_03W	Fish-12S-MiFish-Miya		D01-03-12S_S3_L001	OKEX2301_ROV-D2							D01-03-12S_S3_L001_R1_001.fastq.gz	D01-03-12S_S3_L001_R2_001.fastq.gz					
EX2301_D01_03W	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301_D01_03W_18S	OKEX2301_ROV-D2							EX2301_D01_03W_18S_R1.fastq.gz	EX2301_D01_03W_18S_R2.fastq.gz					
EX2301_D01_02W	Metazoa-COI-Leray-Geller		D01-02_S2_L001	OKEX2301_ROV-D2							D01-02_S2_L001_R1_001.fastq.gz	D01-02_S2_L001_R2_001.fastq.gz					
EX2301_D01_02W	Fish-12S-MiFish-Miya		D01-02-12S_S2_L001	OKEX2301_ROV-D2							D01-02-12S_S2_L001_R1_001.fastq.gz	D01-02-12S_S2_L001_R2_001.fastq.gz					
EX2301_D01_02W	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301_D01_02W_18S	OKEX2301_ROV-D2							EX2301_D01_02W_18S_R1.fastq.gz	EX2301_D01_02W_18S_R2.fastq.gz					
EX2301_D01_01W	Metazoa-COI-Leray-Geller		D01-01_S1_L001	OKEX2301_ROV-D2							D01-01_S1_L001_R1_001.fastq.gz	D01-01_S1_L001_R2_001.fastq.gz					
EX2301_D01_01W	Fish-12S-MiFish-Miya		D01-01-12S_S1_L001	OKEX2301_ROV-D2							D01-01-12S_S1_L001_R1_001.fastq.gz	D01-01-12S_S1_L001_R2_001.fastq.gz					
EX2301_D01_01W	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301_D01_01W_18S	OKEX2301_ROV-D2							EX2301_D01_01W_18S_R1.fastq.gz	EX2301_D01_01W_18S_R2.fastq.gz					
EX2301_CTD01_FIELD01_18S	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301-CTD01-FIELD01-18S	OKEX2301_CTD							EX2301-CTD01-FIELD01-18S_R1.fastq.gz	EX2301-CTD01-FIELD01-18S_R2.fastq.gz					
EX2301_CTD002_B12	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301-CTD01-B12-18S	OKEX2301_CTD							EX2301-CTD01-B12-18S_R1.fastq.gz	EX2301-CTD01-B12-18S_R2.fastq.gz					
EX2301_CTD002_B11	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301-CTD01-B11-18S	OKEX2301_CTD							EX2301-CTD01-B11-18S_R1.fastq.gz	EX2301-CTD01-B11-18S_R2.fastq.gz					
EX2301_CTD002_B10	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301-CTD01-B10-18S	OKEX2301_CTD							EX2301-CTD01-B10-18S_R1.fastq.gz	EX2301-CTD01-B10-18S_R2.fastq.gz					
EX2301_CTD002_B09	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301-CTD01-B09-18S	OKEX2301_CTD							EX2301-CTD01-B09-18S_R1.fastq.gz	EX2301-CTD01-B09-18S_R2.fastq.gz					
EX2301_CTD002_B08	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301-CTD01-B08-18S	OKEX2301_CTD							EX2301-CTD01-B08-18S_R1.fastq.gz	EX2301-CTD01-B08-18S_R2.fastq.gz					
EX2301_CTD002_B07	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301-CTD01-B07-18S	OKEX2301_CTD							EX2301-CTD01-B07-18S_R1.fastq.gz	EX2301-CTD01-B07-18S_R2.fastq.gz					
EX2301_CTD002_B06	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301-CTD01-B06-18S	OKEX2301_CTD							EX2301-CTD01-B06-18S_R1.fastq.gz	EX2301-CTD01-B06-18S_R2.fastq.gz					
EX2301_CTD002_B05	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301-CTD01-B05-18S	OKEX2301_CTD							EX2301-CTD01-B05-18S_R1.fastq.gz	EX2301-CTD01-B05-18S_R2.fastq.gz					
EX2301_CTD002_B04	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301-CTD01-B04-18S	OKEX2301_CTD							EX2301-CTD01-B04-18S_R1.fastq.gz	EX2301-CTD01-B04-18S_R2.fastq.gz					
EX2301_CTD002_B03	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301-CTD01-B03-18S	OKEX2301_CTD							EX2301-CTD01-B03-18S_R1.fastq.gz	EX2301-CTD01-B03-18S_R2.fastq.gz					
EX2301_CTD002_B02	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301-CTD01-B02-18S	OKEX2301_CTD							EX2301-CTD01-B02-18S_R1.fastq.gz	EX2301-CTD01-B02-18S_R2.fastq.gz					
EX2301_CTD002_B01	Phytoplankton-18S-V4-Stoeck-Piredda		EX2301-CTD01-B01-18S	OKEX2301_CTD							EX2301-CTD01-B01-18S_R1.fastq.gz	EX2301-CTD01-B01-18S_R2.fastq.gz					
EX2301_CTD001_Blank_c	Metazoa-COI-Leray-Geller		CTD001-BLK-c_S81_L001	OKEX2301_CTD							CTD001-BLK-c_S81_L001_R1_001.fastq.gz	CTD001-BLK-c_S81_L001_R2_001.fastq.gz					
EX2301_CTD001_Blank_b	Metazoa-COI-Leray-Geller		CTD001-BLK-b_S66_L001	OKEX2301_CTD							CTD001-BLK-b_S66_L001_R1_001.fastq.gz	CTD001-BLK-b_S66_L001_R2_001.fastq.gz					
EX2301_CTD001_Blank	Metazoa-COI-Leray-Geller		CTD001-BLK_S82_L001	OKEX2301_CTD							CTD001-BLK_S82_L001_R1_001.fastq.gz	CTD001-BLK_S82_L001_R2_001.fastq.gz					
EX2301_CTD001_B12_c	Metazoa-COI-Leray-Geller		CTD001-B12-c_S88_L001	OKEX2301_CTD							CTD001-B12-c_S88_L001_R1_001.fastq.gz	CTD001-B12-c_S88_L001_R2_001.fastq.gz					
EX2301_CTD001_B12_b	Metazoa-COI-Leray-Geller		CTD001-B12-b_S73_L001	OKEX2301_CTD							CTD001-B12-b_S73_L001_R1_001.fastq.gz	CTD001-B12-b_S73_L001_R2_001.fastq.gz					
EX2301_CTD001_B12	Metazoa-COI-Leray-Geller		CTD001-B12_S59_L001	OKEX2301_CTD							CTD001-B12_S59_L001_R1_001.fastq.gz	CTD001-B12_S59_L001_R2_001.fastq.gz					
EX2301_CTD001_B11_c	Metazoa-COI-Leray-Geller		CTD001-B11-c_S80_L001	OKEX2301_CTD							CTD001-B11-c_S80_L001_R1_001.fastq.gz	CTD001-B11-c_S80_L001_R2_001.fastq.gz					
EX2301_CTD001_B11_b	Metazoa-COI-Leray-Geller		CTD001-B11-b_S65_L001	OKEX2301_CTD							CTD001-B11-b_S65_L001_R1_001.fastq.gz	CTD001-B11-b_S65_L001_R2_001.fastq.gz					
EX2301_CTD001_B11	Metazoa-COI-Leray-Geller		CTD001-B11_S67_L001	OKEX2301_CTD							CTD001-B11_S67_L001_R1_001.fastq.gz	CTD001-B11_S67_L001_R2_001.fastq.gz					
EX2301_CTD001_B10_c	Metazoa-COI-Leray-Geller		CTD001-B10-c_S87_L001	OKEX2301_CTD							CTD001-B10-c_S87_L001_R1_001.fastq.gz	CTD001-B10-c_S87_L001_R2_001.fastq.gz					
EX2301_CTD001_B10_b	Metazoa-COI-Leray-Geller		CTD001-B10-b_S72_L001	OKEX2301_CTD							CTD001-B10-b_S72_L001_R1_001.fastq.gz	CTD001-B10-b_S72_L001_R2_001.fastq.gz					
EX2301_CTD001_B10	Metazoa-COI-Leray-Geller		CTD001-B10_S89_L001	OKEX2301_CTD							CTD001-B10_S89_L001_R1_001.fastq.gz	CTD001-B10_S89_L001_R2_001.fastq.gz					
EX2301_CTD001_B09_c	Metazoa-COI-Leray-Geller		CTD001-B09-c_S79_L001	OKEX2301_CTD							CTD001-B09-c_S79_L001_R1_001.fastq.gz	CTD001-B09-c_S79_L001_R2_001.fastq.gz					
EX2301_CTD001_B09_b	Metazoa-COI-Leray-Geller		CTD001-B09-b_S64_L001	OKEX2301_CTD							CTD001-B09-b_S64_L001_R1_001.fastq.gz	CTD001-B09-b_S64_L001_R2_001.fastq.gz					
EX2301_CTD001_B09	Metazoa-COI-Leray-Geller		CTD001-B09_S99_L001	OKEX2301_CTD							CTD001-B09_S99_L001_R1_001.fastq.gz	CTD001-B09_S99_L001_R2_001.fastq.gz					
EX2301_CTD001_B08_c	Metazoa-COI-Leray-Geller		CTD001-B08-c_S86_L001	OKEX2301_CTD							CTD001-B08-c_S86_L001_R1_001.fastq.gz	CTD001-B08-c_S86_L001_R2_001.fastq.gz					
EX2301_CTD001_B08_b	Metazoa-COI-Leray-Geller		CTD001-B08-b_S71_L001	OKEX2301_CTD							CTD001-B08-b_S71_L001_R1_001.fastq.gz	CTD001-B08-b_S71_L001_R2_001.fastq.gz					
EX2301_CTD001_B08	Metazoa-COI-Leray-Geller		CTD001-B08_S98_L001	OKEX2301_CTD							CTD001-B08_S98_L001_R1_001.fastq.gz	CTD001-B08_S98_L001_R2_001.fastq.gz					
EX2301_CTD001_B07_c	Metazoa-COI-Leray-Geller		CTD001-B07-c_S78_L001	OKEX2301_CTD							CTD001-B07-c_S78_L001_R1_001.fastq.gz	CTD001-B07-c_S78_L001_R2_001.fastq.gz					
EX2301_CTD001_B07_b	Metazoa-COI-Leray-Geller		CTD001-B07-b_S63_L001	OKEX2301_CTD							CTD001-B07-b_S63_L001_R1_001.fastq.gz	CTD001-B07-b_S63_L001_R2_001.fastq.gz					
EX2301_CTD001_B07	Metazoa-COI-Leray-Geller		CTD001-B07_S97_L001	OKEX2301_CTD							CTD001-B07_S97_L001_R1_001.fastq.gz	CTD001-B07_S97_L001_R2_001.fastq.gz					
EX2301_CTD001_B06_c	Metazoa-COI-Leray-Geller		CTD001-B06-c_S85_L001	OKEX2301_CTD							CTD001-B06-c_S85_L001_R1_001.fastq.gz	CTD001-B06-c_S85_L001_R2_001.fastq.gz					
EX2301_CTD001_B06_b	Metazoa-COI-Leray-Geller		CTD001-B06-b_S70_L001	OKEX2301_CTD							CTD001-B06-b_S70_L001_R1_001.fastq.gz	CTD001-B06-b_S70_L001_R2_001.fastq.gz					
EX2301_CTD001_B06	Metazoa-COI-Leray-Geller		CTD001-B06_S96_L001	OKEX2301_CTD							CTD001-B06_S96_L001_R1_001.fastq.gz	CTD001-B06_S96_L001_R2_001.fastq.gz					
EX2301_CTD001_B05_c	Metazoa-COI-Leray-Geller		CTD001-B05-c_S77_L001	OKEX2301_CTD							CTD001-B05-c_S77_L001_R1_001.fastq.gz	CTD001-B05-c_S77_L001_R2_001.fastq.gz					
EX2301_CTD001_B05_b	Metazoa-COI-Leray-Geller		CTD001-B05-b_S62_L001	OKEX2301_CTD							CTD001-B05-b_S62_L001_R1_001.fastq.gz	CTD001-B05-b_S62_L001_R2_001.fastq.gz					
EX2301_CTD001_B05	Metazoa-COI-Leray-Geller		CTD001-B05_S95_L001	OKEX2301_CTD							CTD001-B05_S95_L001_R1_001.fastq.gz	CTD001-B05_S95_L001_R2_001.fastq.gz					
EX2301_CTD001_B04_c	Metazoa-COI-Leray-Geller		CTD001-B04-c_S84_L001	OKEX2301_CTD							CTD001-B04-c_S84_L001_R1_001.fastq.gz	CTD001-B04-c_S84_L001_R2_001.fastq.gz					
EX2301_CTD001_B04_b	Metazoa-COI-Leray-Geller		CTD001-B04-b_S69_L001	OKEX2301_CTD							CTD001-B04-b_S69_L001_R1_001.fastq.gz	CTD001-B04-b_S69_L001_R2_001.fastq.gz					
EX2301_CTD001_B04	Metazoa-COI-Leray-Geller		CTD001-B04_S94_L001	OKEX2301_CTD							CTD001-B04_S94_L001_R1_001.fastq.gz	CTD001-B04_S94_L001_R2_001.fastq.gz					
EX2301_CTD001_B03_c	Metazoa-COI-Leray-Geller		CTD001-B03-c_S76_L001	OKEX2301_CTD							CTD001-B03-c_S76_L001_R1_001.fastq.gz	CTD001-B03-c_S76_L001_R2_001.fastq.gz					
EX2301_CTD001_B03_b	Metazoa-COI-Leray-Geller		CTD001-B03-b_S61_L001	OKEX2301_CTD							CTD001-B03-b_S61_L001_R1_001.fastq.gz	CTD001-B03-b_S61_L001_R2_001.fastq.gz					
EX2301_CTD001_B03	Metazoa-COI-Leray-Geller		CTD001-B03_S93_L001	OKEX2301_CTD							CTD001-B03_S93_L001_R1_001.fastq.gz	CTD001-B03_S93_L001_R2_001.fastq.gz					
EX2301_CTD001_B02_c	Metazoa-COI-Leray-Geller		CTD001-B02-c_S83_L001	OKEX2301_CTD							CTD001-B02-c_S83_L001_R1_001.fastq.gz	CTD001-B02-c_S83_L001_R2_001.fastq.gz					
EX2301_CTD001_B02_b	Metazoa-COI-Leray-Geller		CTD001-B02-b_S68_L001	OKEX2301_CTD							CTD001-B02-b_S68_L001_R1_001.fastq.gz	CTD001-B02-b_S68_L001_R2_001.fastq.gz					
EX2301_CTD001_B02	Metazoa-COI-Leray-Geller		CTD001-B02_S92_L001	OKEX2301_CTD							CTD001-B02_S92_L001_R1_001.fastq.gz	CTD001-B02_S92_L001_R2_001.fastq.gz					
EX2301_CTD001_B01_c	Metazoa-COI-Leray-Geller		CTD001-B01-c_S75_L001	OKEX2301_CTD							CTD001-B01-c_S75_L001_R1_001.fastq.gz	CTD001-B01-c_S75_L001_R2_001.fastq.gz					
EX2301_CTD001_B01_b	Metazoa-COI-Leray-Geller		CTD001-B01-b_S60_L001	OKEX2301_CTD							CTD001-B01-b_S60_L001_R1_001.fastq.gz	CTD001-B01-b_S60_L001_R2_001.fastq.gz					
EX2301_CTD001_B01	Metazoa-COI-Leray-Geller		CTD001-B01_S91_L001	OKEX2301_CTD							CTD001-B01_S91_L001_R1_001.fastq.gz	CTD001-B01_S91_L001_R2_001.fastq.gz					
EX2301_BLK_1_6_12S_S58_L001	Fish-12S-MiFish-Miya		BLK-1-6-12S_S58_L001	OKEX2301_ROV-D2							BLK-1-6-12S_S58_L001_R1_001.fastq.gz	BLK-1-6-12S_S58_L001_R2_001.fastq.gz					
EX2301_BLK_1_5_12S_S57_L001	Fish-12S-MiFish-Miya		BLK-1-5-12S_S57_L001	OKEX2301_ROV-D2							BLK-1-5-12S_S57_L001_R1_001.fastq.gz	BLK-1-5-12S_S57_L001_R2_001.fastq.gz					
EX2301_BLK_1_4_12S_S56_L001	Fish-12S-MiFish-Miya		BLK-1-4-12S_S56_L001	OKEX2301_ROV-D2							BLK-1-4-12S_S56_L001_R1_001.fastq.gz	BLK-1-4-12S_S56_L001_R2_001.fastq.gz					
EX2301_BLK_1_3_12S_S55_L001	Fish-12S-MiFish-Miya		BLK-1-3-12S_S55_L001	OKEX2301_ROV-D2							BLK-1-3-12S_S55_L001_R1_001.fastq.gz	BLK-1-3-12S_S55_L001_R2_001.fastq.gz					
EX2301_BLK_1_2_12S_S54_L001	Fish-12S-MiFish-Miya		BLK-1-2-12S_S54_L001	OKEX2301_ROV-D2							BLK-1-2-12S_S54_L001_R1_001.fastq.gz	BLK-1-2-12S_S54_L001_R2_001.fastq.gz					
EX2301_BLK_1_1_12S_S53_L001	Fish-12S-MiFish-Miya		BLK-1-1-12S_S53_L001	OKEX2301_ROV-D2							BLK-1-1-12S_S53_L001_R1_001.fastq.gz	BLK-1-1-12S_S53_L001_R2_001.fastq.gz					
EX2301_BLK_04_S52_L001	Metazoa-COI-Leray-Geller		BLK-04_S52_L001	OKEX2301_ROV-D2							BLK-04_S52_L001_R1_001.fastq.gz	BLK-04_S52_L001_R2_001.fastq.gz					
EX2301_BLK_04_12S_S52_L001	Fish-12S-MiFish-Miya		BLK-04-12S_S52_L001	OKEX2301_ROV-D2							BLK-04-12S_S52_L001_R1_001.fastq.gz	BLK-04-12S_S52_L001_R2_001.fastq.gz					
EX2301_BLK_03_S51_L001	Metazoa-COI-Leray-Geller		BLK-03_S51_L001	OKEX2301_ROV-D2							BLK-03_S51_L001_R1_001.fastq.gz	BLK-03_S51_L001_R2_001.fastq.gz					
EX2301_BLK_03_12S_S51_L001	Fish-12S-MiFish-Miya		BLK-03-12S_S51_L001	OKEX2301_ROV-D2							BLK-03-12S_S51_L001_R1_001.fastq.gz	BLK-03-12S_S51_L001_R2_001.fastq.gz					
EX2301_BLK_02_S26_L001	Metazoa-COI-Leray-Geller		BLK-02_S26_L001	OKEX2301_ROV-D2							BLK-02_S26_L001_R1_001.fastq.gz	BLK-02_S26_L001_R2_001.fastq.gz					
EX2301_BLK_02_12S_S26_L001	Fish-12S-MiFish-Miya		BLK-02-12S_S26_L001	OKEX2301_ROV-D2							BLK-02-12S_S26_L001_R1_001.fastq.gz	BLK-02-12S_S26_L001_R2_001.fastq.gz					
EX2301_BLK_01_S25_L001	Metazoa-COI-Leray-Geller		BLK-01_S25_L001	OKEX2301_ROV-D2							BLK-01_S25_L001_R1_001.fastq.gz	BLK-01_S25_L001_R2_001.fastq.gz					
EX2301_BLK_01_12S_S25_L001	Fish-12S-MiFish-Miya		BLK-01-12S_S25_L001	OKEX2301_ROV-D2							BLK-01-12S_S25_L001_R1_001.fastq.gz	BLK-01-12S_S25_L001_R2_001.fastq.gz					
EX2206_Pl2_PCR_BLK_COI_S85	Metazoa-COI-Leray-Geller		EX2206_COI_Pl2_BLK_COI_S85	EX2206							EX2206_COI_Pl2_BLK_COI_S85_R1_001.fastq.gz	EX2206_COI_Pl2_BLK_COI_S85_R2_001.fastq.gz					
EX2206_Pl2_PCR_BLK_18S_S173	Phytoplankton-18S-V4-Stoeck-Piredda		EX2206_COI_Pl2_BLK_18S_S173	EX2206							EX2206_COI_Pl2_BLK_18S_S173_R1_001.fastq.gz	EX2206_COI_Pl2_BLK_18S_S173_R2_001.fastq.gz					
EX2206_Pl1_PCR_BLK_COI_S84	Metazoa-COI-Leray-Geller		EX2206_COI_Pl1_BLK_COI_S84	EX2206							EX2206_COI_Pl1_BLK_COI_S84_R1_001.fastq.gz	EX2206_COI_Pl1_BLK_COI_S84_R2_001.fastq.gz					
EX2206_Pl1_PCR_BLK_18S_S172	Phytoplankton-18S-V4-Stoeck-Piredda		EX2206_COI_Pl1_BLK_18S_S172	EX2206							EX2206_COI_Pl1_BLK_18S_S172_R1_001.fastq.gz	EX2206_COI_Pl1_BLK_18S_S172_R2_001.fastq.gz					
EX2206_Extraction_BLK_COI_S34	Metazoa-COI-Leray-Geller		EX2206_Extraction_BLK_COI_S34	EX2206							EX2206_Extraction_BLK_COI_S34_R1_001.fastq.gz	EX2206_Extraction_BLK_COI_S34_R2_001.fastq.gz					
EX2206_Extraction_BLK_18S_S122	Phytoplankton-18S-V4-Stoeck-Piredda		EX2206_Extraction_BLK_18S_S122	EX2206							EX2206_Extraction_BLK_18S_S122_R1_001.fastq.gz	EX2206_Extraction_BLK_18S_S122_R2_001.fastq.gz					
EX2206_D09_BLW	Phytoplankton-18S-V4-Stoeck-Piredda		EX2206_D09_BLK_18S_S121	EX2206							EX2206_D09_BLK_18S_S121_R1_001.fastq.gz	EX2206_D09_BLK_18S_S121_R2_001.fastq.gz					
EX2206_D09_BLW	Metazoa-COI-Leray-Geller		EX2206_D09_BLK_COI_S33	EX2206							EX2206_D09_BLK_COI_S33_R1_001.fastq.gz	EX2206_D09_BLK_COI_S33_R2_001.fastq.gz					
EX2206_D09_05W	Phytoplankton-18S-V4-Stoeck-Piredda		EX2206_D09_05_18S_S120	EX2206							EX2206_D09_05_18S_S120_R1_001.fastq.gz	EX2206_D09_05_18S_S120_R2_001.fastq.gz					
EX2206_D09_05W	Metazoa-COI-Leray-Geller		EX2206_D09_05_COI_S32	EX2206							EX2206_D09_05_COI_S32_R1_001.fastq.gz	EX2206_D09_05_COI_S32_R2_001.fastq.gz					
EX2206_D09_04W	Phytoplankton-18S-V4-Stoeck-Piredda		EX2206_D09_04_18S_S119	EX2206							EX2206_D09_04_18S_S119_R1_001.fastq.gz	EX2206_D09_04_18S_S119_R2_001.fastq.gz					
EX2206_D09_04W	Metazoa-COI-Leray-Geller		EX2206_D09_04_COI_S31	EX2206							EX2206_D09_04_COI_S31_R1_001.fastq.gz	EX2206_D09_04_COI_S31_R2_001.fastq.gz					
EX2206_D09_03W	Phytoplankton-18S-V4-Stoeck-Piredda		EX2206_D09_03_18S_S118	EX2206							EX2206_D09_03_18S_S118_R1_001.fastq.gz	EX2206_D09_03_18S_S118_R2_001.fastq.gz					
EX2206_D09_03W	Metazoa-COI-Leray-Geller		EX2206_D09_03_COI_S30	EX2206							EX2206_D09_03_COI_S30_R1_001.fastq.gz	EX2206_D09_03_COI_S30_R2_001.fastq.gz					
EX2206_D09_02W	Phytoplankton-18S-V4-Stoeck-Piredda		EX2206_D09_02_18S_S117	EX2206							EX2206_D09_02_18S_S117_R1_001.fastq.gz	EX2206_D09_02_18S_S117_R2_001.fastq.gz					
EX2206_D09_02W	Metazoa-COI-Leray-Geller		EX2206_D09_02_COI_S29	EX2206							EX2206_D09_02_COI_S29_R1_001.fastq.gz	EX2206_D09_02_COI_S29_R2_001.fastq.gz					
EX2206_D09_01W	Phytoplankton-18S-V4-Stoeck-Piredda		EX2206_D09_01_18S_S116	EX2206							EX2206_D09_01_18S_S116_R1_001.fastq.gz	EX2206_D09_01_18S_S116_R2_001.fastq.gz					
EX2206_D09_01W	Metazoa-COI-Leray-Geller		EX2206_D09_01_COI_S28	EX2206							EX2206_D09_01_COI_S28_R1_001.fastq.gz	EX2206_D09_01_COI_S28_R2_001.fastq.gz					
EX2206_D08_BLW	Phytoplankton-18S-V4-Stoeck-Piredda		EX2206_D08_BLK_18S_S115	EX2206							EX2206_D08_BLK_18S_S115_R1_001.fastq.gz	EX2206_D08_BLK_18S_S115_R2_001.fastq.gz					
EX2206_D08_BLW	Metazoa-COI-Leray-Geller		EX2206_D08_BLK_COI_S27	EX2206							EX2206_D08_BLK_COI_S27_R1_001.fastq.gz	EX2206_D08_BLK_COI_S27_R2_001.fastq.gz					
EX2206_D08_03W	Phytoplankton-18S-V4-Stoeck-Piredda		EX2206_D08_03_18S_S114	EX2206							EX2206_D08_03_18S_S114_R1_001.fastq.gz	EX2206_D08_03_18S_S114_R2_001.fastq.gz					
EX2206_D08_03W	Metazoa-COI-Leray-Geller		EX2206_D08_03_COI_S26	EX2206							EX2206_D08_03_COI_S26_R1_001.fastq.gz	EX2206_D08_03_COI_S26_R2_001.fastq.gz					
EX2206_D08_02W	Phytoplankton-18S-V4-Stoeck-Piredda		EX2206_D08_02_18S_S113	EX2206							EX2206_D08_02_18S_S113_R1_001.fastq.gz	EX2206_D08_02_18S_S113_R2_001.fastq.gz					
EX2206_D08_02W	Metazoa-COI-Leray-Geller		EX2206_D08_02_COI_S25	EX2206							EX2206_D08_02_COI_S25_R1_001.fastq.gz	EX2206_D08_02_COI_S25_R2_001.fastq.gz					
