# requirement_level_code	M	M	M	R	O	O	R	O	M	M	O	O	O	O	R	O	O	O	O	O	O	O	O	O	M	M	O	O	O	M	M	M	R	R	R	HR	HR	HR	HR	HR	O	O	O	R	R	R	O	O	O	HR	HR	R	R	HR	R	HR	HR	HR	HR	R	R	R	O	O	HR	HR	R	R	HR	HR	R	R	R	R	R	O	O	R	O	O	R	R	R	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	R	R	R	R	R	O	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	O	O	O	O
# section	Sample information	Sample information	Sample information	Sample relations	Sample relations	Sample relations	Sample relations	Sample relations	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Project	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	User defined	User defined	Environment	Environment	Environment	Environment	Environment	User defined	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Data management	Data management	Sample collection	Nucleic acid extraction	Nucleic acid extraction	User defined	User defined	User defined	User defined
samp_name	samp_category	neg_cont_type	pos_cont_type	materialSampleID	sample_derived_from	sample_composed_of	rel_cont_id	biological_rep_relation	decimalLongitude	decimalLatitude	verbatimLongitude	verbatimLatitude	verbatimCoordinateSystem	verbatimSRS	expedition_id	cruiseName	cruiseURL	cruiseStartDate	cruiseEndDate	cruiseLocation	geomeName	geomeURL	expeditionReportName	expeditionReportURL	geo_loc_name	eventDate	eventDurationValue	verbatimEventDate	verbatimEventTime	env_broad_scale	env_local_scale	env_medium	habitat_natural_artificial_0_1	samp_collect_method	samp_collect_device	samp_size	samp_size_unit	samp_store_temp	samp_store_sol	samp_store_dur	samp_store_loc	dna_store_loc	samp_store_method_additional	samp_mat_process	filter_passive_active_0_1	stationed_sample_dur	pump_flow_rate	pump_flow_rate_unit	prefilter_material	size_frac_low	size_frac	filter_diameter	filter_surface_area	filter_material	filter_name	precip_chem_prep	precip_force_prep	precip_time_prep	precip_temp_prep	prepped_samp_store_temp	prepped_samp_store_sol	prepped_samp_store_dur	prep_method_additional	date_ext	samp_vol_we_dna_ext	samp_vol_we_dna_ext_unit	nucl_acid_ext_lysis	nucl_acid_ext_sep	nucl_acid_ext	nucl_acid_ext_kit	nucl_acid_ext_modify	dna_cleanup_0_1	dna_cleanup_method	concentration	concentration_unit	concentration_method	ratioOfAbsorbance260_280	pool_dna_num	nucl_acid_ext_method_additional	samp_weather	minimumDepthInMeters	maximumDepthInMeters	tot_depth_water_col	elev	temp	chlorophyll	light_intensity	ph	ph_meth	salinity	suspend_part_matter	tidal_stage	turbidity	water_current	solar_irradiance	wind_direction	wind_speed	diss_inorg_carb	diss_inorg_carb_unit	diss_inorg_nitro	diss_inorg_nitro_unit	diss_org_carb	diss_org_carb_unit	diss_org_nitro	diss_org_nitro_unit	diss_oxygen	diss_oxygen_unit	tot_diss_nitro	tot_diss_nitro_unit	tot_inorg_nitro	tot_inorg_nitro_unit	tot_nitro	tot_nitro_unit	tot_part_carb	tot_part_carb_unit	tot_org_carb	tot_org_carb_unit	tot_org_c_meth	tot_nitro_content	tot_nitro_content_unit	tot_nitro_cont_meth	tot_carb	tot_carb_unit	part_org_carb	part_org_carb_unit	part_org_nitro	part_org_nitro_unit	nitrate	nitrate_unit	nitrite	nitrite_unit	nitro	nitro_unit	org_carb	org_carb_unit	org_matter	org_matter_unit	org_nitro	org_nitro_unit	dna_conc	dna_conc_unit	ammonium	ammonium_unit	carbonate	carbonate_unit	hydrogen_ion	hydrogen_ion_unit	nitrate_plus_nitrite	nitrate_plus_nitrite_unit	omega_arag	pco2	pco2_unit	phosphate	phosphate_unit	pressure	pressure_unit	silicate	silicate_unit	tot_alkalinity	tot_alkalinity_unit	transmittance	transmittance_unit	serial_number	line_id	station_id	ctd_cast_number	ctd_bottle_number	replicate_number	extract_id	extract_plate	extract_well_number	extract_well_position	biosample_accession	organism	samp_collect_notes	dna_yield	dna_yield_unit	bcid	collectorList	continentOcean	microHabitat
EX2107_D05_01W	sample			EX2107_D05_01W					-77.3067	30.8047					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	2021-10-26 00:00:00	2021-11-15 00:00:00	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Deep Mound 2 - Blake Plateau	2021-11-02T17:46:22Z	missing: not collected	2021-11-02T17:46:22Z	2021-11-02T17:46:22Z	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.45														1.71	L															508.472	508.472	1415		18.335					36.559																6.37	mg/L																																																								EX2107_D05_01W			DIVE05	not applicable: sample group											https://n2t.net/ark:/21547/Fff2EX2107_D05_01	NOAA Ocean Exploration	Atlantic Ocean	Deep Scattering Layer
EX2107_D05_02W	sample			EX2107_D05_02W					-77.3066	30.80512					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	2021-10-26 00:00:00	2021-11-15 00:00:00	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Deep Mound 2 - Blake Plateau	2021-11-02T18:24:27Z	missing: not collected	2021-11-02T18:24:27Z	2021-11-02T18:24:27Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.45														1.71	L															1416.682	1416.682	1419		4.203					34.987																8.194	mg/L																																																								EX2107_D05_02W			DIVE05	not applicable: sample group											https://n2t.net/ark:/21547/Fff2EX2107_D05_02	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2107_D05_07W	sample			EX2107_D05_07W					-77.3075	30.8048					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	2021-10-26 00:00:00	2021-11-15 00:00:00	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Deep Mound 2 - Blake Plateau	2021-11-02T20:34:47Z	missing: not collected	2021-11-02T20:34:47Z	2021-11-02T20:34:47Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.45														1.71	L															1386.709	1386.709	1389		4.199					34.989																8.177	mg/L																																																								EX2107_D05_07W			DIVE05	not applicable: sample group											https://n2t.net/ark:/21547/Fff2EX2107_D05_07	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2107_D05_09W	sample			EX2107_D05_09W					-77.3085	30.80423					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	2021-10-26 00:00:00	2021-11-15 00:00:00	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Deep Mound 2 - Blake Plateau	2021-11-02T21:30:46Z	missing: not collected	2021-11-02T21:30:46Z	2021-11-02T21:30:46Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.45														1.71	L															1355.064	1355.064	1357		4.197					34.987																8.211	mg/L																																																								EX2107_D05_09W			DIVE05	not applicable: sample group											https://n2t.net/ark:/21547/Fff2EX2107_D05_09	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2107_D05_10W	sample			EX2107_D05_10W					-77.3066	30.80512					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	2021-10-26 00:00:00	2021-11-15 00:00:00	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Deep Mound 2 - Blake Plateau	2021-11-02T18:25:00Z	missing: not collected	2021-11-02T18:25:00Z	2021-11-02T18:25:00Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.45														1.71	L															1416.682	1416.682	1419		4.203					34.987																8.194	mg/L																																																								EX2107_D05_10W			DIVE05	not applicable: sample group											https://n2t.net/ark:/21547/Fff2EX2107_D05_10	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2107_D06_01W	sample			EX2107_D06_01W					-76.1621	30.19438					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	2021-10-26 00:00:00	2021-11-15 00:00:00	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Blake Spur Wall	2021-11-03T13:16:06Z	missing: not collected	2021-11-03T13:16:06Z	2021-11-03T13:16:06Z	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.45														1.71	L															506.602	506.602	3652		16.892					36.307																5.79	mg/L																																																								EX2107_D06_01W			DIVE06	not applicable: sample group											https://n2t.net/ark:/21547/Fff2EX2107_D06_01	NOAA Ocean Exploration	Atlantic Ocean	Deep Scattering Layer
EX2107_D06_02W	sample			EX2107_D06_02W					-76.1636	30.19141					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	2021-10-26 00:00:00	2021-11-15 00:00:00	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Blake Spur Wall	2021-11-03T15:35:36Z	missing: not collected	2021-11-03T15:35:36Z	2021-11-03T15:35:36Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.45														1.71	L															3649.794	3649.794	3652		2.35					34.899																8.239	mg/L																																																								EX2107_D06_02W			DIVE06	not applicable: sample group											https://n2t.net/ark:/21547/Fff2EX2107_D06_02	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2107_D06_05W	sample			EX2107_D06_05W					-76.1644	30.19128					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	2021-10-26 00:00:00	2021-11-15 00:00:00	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Blake Spur Wall	2021-11-03T16:56:37Z	missing: not collected	2021-11-03T16:56:37Z	2021-11-03T16:56:37Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.45														1.71	L															3625.84	3625.84	3628		2.363					34.899																8.166	mg/L																																																								EX2107_D06_05W			DIVE06	not applicable: sample group											https://n2t.net/ark:/21547/Fff2EX2107_D06_05	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2107_D06_07W	sample			EX2107_D06_07W					-76.1651	30.19049					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	2021-10-26 00:00:00	2021-11-15 00:00:00	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Blake Spur Wall	2021-11-03T18:24:04Z	missing: not collected	2021-11-03T18:24:04Z	2021-11-03T18:24:04Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.45														1.71	L															3600.866	3600.866	3603		2.386					34.901																8.141	mg/L																																																								EX2107_D06_07W			DIVE06	not applicable: sample group											https://n2t.net/ark:/21547/Fff2EX2107_D06_07	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2107_D06_08W	sample			EX2107_D06_08W					-76.1644	30.18979					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	2021-10-26 00:00:00	2021-11-15 00:00:00	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Blake Spur Wall	2021-11-03T18:55:54Z	missing: not collected	2021-11-03T18:55:54Z	2021-11-03T18:55:54Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.45														1.71	L															2800.878	2800.878	3603		2.755					34.924																8.231	mg/L																																																								EX2107_D06_08W			DIVE06	not applicable: sample group											https://n2t.net/ark:/21547/Fff2EX2107_D06_08	NOAA Ocean Exploration	Atlantic Ocean	Below DSL
EX2107_D07_01W	sample			EX2107_D07_01W					-76.2201	30.22394					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	2021-10-26 00:00:00	2021-11-15 00:00:00	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Blake Spur Canyon - Blake Plateau	2021-11-04T12:54:21Z	missing: not collected	2021-11-04T12:54:21Z	2021-11-04T12:54:21Z	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer solution												0.45														1.71	L															510.094	510.094	3193		17.179					36.356																5.776	mg/L																																																								EX2107_D07_01W			DIVE07	not applicable: sample group											https://n2t.net/ark:/21547/Fff2EX2107_D07_01	NOAA Ocean Exploration	Atlantic Ocean	Deep Scattering Layer
EX2107_D07_02W	sample			EX2107_D07_02W					-76.2255	30.22308					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	2021-10-26 00:00:00	2021-11-15 00:00:00	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Blake Spur Canyon - Blake Plateau	2021-11-04T17:52:51Z	missing: not collected	2021-11-04T17:52:51Z	2021-11-04T17:52:51Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.45														1.71	L															3190.965	3190.965	3193		2.694					34.919																8.189	mg/L																																																								EX2107_D07_02W			DIVE07	not applicable: sample group											https://n2t.net/ark:/21547/Fff2EX2107_D07_02	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2107_D07_03W	sample			EX2107_D07_03W					-76.2256	30.2227					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	2021-10-26 00:00:00	2021-11-15 00:00:00	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Blake Spur Canyon - Blake Plateau	2021-11-04T18:28:04Z	missing: not collected	2021-11-04T18:28:04Z	2021-11-04T18:28:04Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.45														1.71	L															3199.188	3199.188	3201		2.682					34.919																8.206	mg/L																																																								EX2107_D07_03W			DIVE07	not applicable: sample group											https://n2t.net/ark:/21547/Fff2EX2107_D07_03	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2107_D07_04W	sample			EX2107_D07_04W					-76.2253	30.22282					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	2021-10-26 00:00:00	2021-11-15 00:00:00	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Blake Spur Canyon - Blake Plateau	2021-11-04T18:40:11Z	missing: not collected	2021-11-04T18:40:11Z	2021-11-04T18:40:11Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.45														1.71	L															3187.286	3187.286	3189		2.69					34.919																8.237	mg/L																																																								EX2107_D07_04W			DIVE07	not applicable: sample group											https://n2t.net/ark:/21547/Fff2EX2107_D07_04	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2107_D07_05W	sample			EX2107_D07_05W					-76.2248	30.22292					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	2021-10-26 00:00:00	2021-11-15 00:00:00	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Blake Spur Canyon - Blake Plateau	2021-11-04T19:00:20Z	missing: not collected	2021-11-04T19:00:20Z	2021-11-04T19:00:20Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.45														1.71	L															2797.391	2797.391	3189		2.826					34.926																8.282	mg/L																																																								EX2107_D07_05W			DIVE07	not applicable: sample group											https://n2t.net/ark:/21547/Fff2EX2107_D07_05	NOAA Ocean Exploration	Atlantic Ocean	Below DSL
EX2107_D08_01W	sample			EX2107_D08_01W					-77.0213	28.91623					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	2021-10-26 00:00:00	2021-11-15 00:00:00	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Sinkhole	2021-11-05T14:22:50Z	missing: not collected	2021-11-05T14:22:50Z	2021-11-05T14:22:50Z	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.45														1.71	L															508.783	508.783	1207		12.444					35.596																4.403	mg/L																																																								EX2107_D08_01W			DIVE08	not applicable: sample group											https://n2t.net/ark:/21547/Fff2EX2107_D08_01	NOAA Ocean Exploration	Atlantic Ocean	Deep Scattering Layer
EX2107_D08_02W	sample			EX2107_D08_02W					-77.0212	28.91688					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	2021-10-26 00:00:00	2021-11-15 00:00:00	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Sinkhole	2021-11-05T14:55:20Z	missing: not collected	2021-11-05T14:55:20Z	2021-11-05T14:55:20Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.45														1.71	L															1205.336	1205.336	1207		4.392					34.999																8.136	mg/L																																																								EX2107_D08_02W			DIVE08	not applicable: sample group											https://n2t.net/ark:/21547/Fff2EX2107_D08_02	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2107_D08_05W	sample			EX2107_D08_05W					-77.0212	28.91651					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	2021-10-26 00:00:00	2021-11-15 00:00:00	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Sinkhole	2021-11-05T15:43:13Z	missing: not collected	2021-11-05T15:43:13Z	2021-11-05T15:43:13Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.45														1.71	L															1192.868	1192.868	1195		4.389					35.001																8.123	mg/L																																																								EX2107_D08_05W			DIVE08	not applicable: sample group											https://n2t.net/ark:/21547/Fff2EX2107_D08_05	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2107_D08_09W	sample			EX2107_D08_09W					-77.0211	28.91612					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	2021-10-26 00:00:00	2021-11-15 00:00:00	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Sinkhole	2021-11-05T17:15:11Z	missing: not collected	2021-11-05T17:15:11Z	2021-11-05T17:15:11Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.45														1.71	L															1154.157	1154.157	1156		4.382					35.002																8.112	mg/L																																																								EX2107_D08_09W			DIVE08	not applicable: sample group											https://n2t.net/ark:/21547/Fff2EX2107_D08_09	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2107_D08_10W	sample			EX2107_D08_10W					-77.0215	28.91594					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	2021-10-26 00:00:00	2021-11-15 00:00:00	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Sinkhole	2021-11-05T17:51:05Z	missing: not collected	2021-11-05T17:51:05Z	2021-11-05T17:51:05Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.45														1.71	L															1090.466	1090.466	1093		4.543					35.013																8.034	mg/L																																																								EX2107_D08_10W			DIVE08	not applicable: sample group											https://n2t.net/ark:/21547/Fff2EX2107_D08_10	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2107_D09_01W	sample			EX2107_D09_01W					-83.0528	24.16361					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	2021-10-26 00:00:00	2021-11-15 00:00:00	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Tortuga Valley Scarp	2021-11-08T15:35:58Z	missing: not collected	2021-11-08T15:35:58Z	2021-11-08T15:35:58Z	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.45														1.71	L															503.29	503.29	986		9.041					35.084																3.866	mg/L																																																								EX2107_D09_01W			DIVE09	not applicable: sample group											https://n2t.net/ark:/21547/Fff2EX2107_D09_01	NOAA Ocean Exploration	Atlantic Ocean	Deep Scattering Layer
